,Unnamed: 0,channel_id,channel_title,description,view_count,subscriber_count,video_count,created_time,uploads,other_links
25,25,UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,"To Learn Stock Market in simplified language checkout our courses:
Beginner Level: 
1. Mastering Money Management 
2. Basics of Stock Market
3. Magic of Mutual Funds

Intermediate Level:
3. Fundamental Analysis
4. Technical Analysis

Advance Level:
5. Art of Value Investing
6. Futures & Options

Visit: www.rachanaranade.com to know more about the courses.

I have the objective of building financial discipline in the masses by simplifying Stock Market Education and Financial concepts. 
Started my YouTube journey in the year 2019 and since then I have been able to reach out to 4.3 million viewers. Two of my major aims are Localization and Globalization. While the journey of globalization is on through this channel, I have also ventured to the aim of localization through my new channel, in my mother tongue, Marathi.


",231870766,4360000,1013,2009-03-10T11:52:05Z,UUe3qdG0A_gr-sEdat5y2twQ,"['https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbWNZdi02eERieFFPVm5sV25QNDZlbHQ5Mml0Z3xBQ3Jtc0tsUmc1QzhRWEN4TlVBR0NTbURHNU5YOTE2NmVBbzM0blNBS2hTc0dRUUsyYzRqQS1ucmZUTGJJU2tKcGxsM0Q0Ui1TMjBwUThIU1lWam1xMVlUZ2FQeGg5aEllemR3NEY5QTZSOU9fRF9GRFh4M3pNYw&q=https%3A%2F%2Fwww.rachanaranade.com%2F', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqa2pERWdxUTJNRjY2Y2YyRlYxeUx2enNKanp5QXxBQ3Jtc0tuN0J3aU8yZFRuMTFVR0V0aUxWNGJXbS1pdnJMQjdlSFlveEhWQ0U2bjViNVZraFRYQTJrUWdDdEdGUmt4U05fSGlqcUt2bnl1T1NPMGNuQmVlX1h6N2tKbmxzcWpCYUN5S3NVb1BIUHdaa0o3LVh6MA&q=https%3A%2F%2Fwa.me%2F919022196678', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbW1oeTNveUpSZmNKYUVkVVQ0cnZodGVFd1NnZ3xBQ3Jtc0trd2FJSEF1SlNBdWFoR1ZLQ1lhXy1BLVAzTWJXYWlNdU4xc2V3LTJjXy1fOUVHUHF3Y2l3Z3NCSEVfQnFzRzJJdi1JdEhtcXIwQ3lPUWtYM3RkQjJUU2Uwa2w1aVdtckJKajRrdm1LNERCWnhEYTNPRQ&q=https%3A%2F%2Fwww.instagram.com%2Fca_rachanaranade%2F%3Futm_medium%3Dcopy_link', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbWthbkstcklrOU5YOEFpMmI0VENWUGVNS1EyZ3xBQ3Jtc0trN1I3RFEtaGkzc2F3UzlDRW5YdUg0NmJpUXRicF9qcXZSVlBQX1UxYW9HMUhRSFJpX3RLUTRLWXduQWk1eWF2V1ZFd0g1Ym1GWGRGT0dzM3F3UUJSSUM2SzFLNm83Q1hYSTJHRFNoeUlKRG5wR3R3cw&q=https%3A%2F%2Ft.me%2FCARachanaRanade', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbDhvXzB3SlV3eG40cXRlVHFrLUlwdExWYlpXd3xBQ3Jtc0tsLXlDYUtVdzJLX1EtSWhFaUdLWmlURnpEa2lZTFZCOWVHUWc2ZjNIV0FkN0E1LXlTYVBYWVRCV1hvQk52cnY2UW1paEtRSm9ueUE3ZENiMHhRMGF4Y09zbm5BS2prODdISzAxTndUTmNyZVpRQ1hwNA&q=https%3A%2F%2Ftwitter.com%2Frachana_ranade%3Fref_src%3Dtwsrc%255Egoogle%257Ctwcamp%255Eserp%257Ctwgr%255Eauthor', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqa05SM05RaUw4RlhVYm5hdXVaX3E3QjZudmtZd3xBQ3Jtc0tuNVFsbkRqMGg1WlFTSnhISlh4M2dUbngxVGU1SGU1eVgtVy11MmZFczNuT2xxVllpVm9vX3dvQ05USWVYVnlYejZFR1ZUN2JrcDl3cE9LTWFENE1kXzlUZ0VlUGcyRjN6LXBMUmpXN2tyb1RtQ0djbw&q=https%3A%2F%2Fwww.facebook.com%2FCARachanaRanade']"
26,26,UCwAdQUuPT6laN-AQR17fe1g,pranjal kamra,"Dedicated to value investing, you will find videos on value investing, stock analysis and behavioural finance. Finology is here to help you in becoming a rational investor.

Investing Starts Here!",368547033,5110000,418,2011-05-13T16:08:58Z,UUwAdQUuPT6laN-AQR17fe1g,"['https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqblVZT2lNbE0zVEtEdGp5d09sQXZyMU8yUWY0QXxBQ3Jtc0tscHB2a25IUktRUWNraEgzanBEMF9FRWlMSUNfMXlLNzlkbm5BVTl3anBqQktBX2k3UTNKSGt0Rmd5cDhaQTRzaFNLUGVyb0RQdXFrUmlFY3VicEU2Q1hyOVlhNUtmbzBZN0wyOUcwclFRUTlXcklmSQ&q=finology.in', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqblBGVUFhTFhzRjBuTFRLY0tMbU9iSU44MFkzd3xBQ3Jtc0trMzBVc2kxdDAzbE42ZEpuVEZYb3JzQUtrbUwzSWJyVUZwbmYzWGp2LW5tbDVxaVhneFJZcXZSZVVVYWMwQWowUHUtaDQyMjhtS042aXY4OFQ2RXAxYmNGa00ydzVGdVQ0ektuanJMczUxMlhsVFBLOA&q=https%3A%2F%2Fwww.facebook.com%2Fmyfinology%2F', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbEhpSk1HckJib0xSSllua2haeFN0WHctcUhoZ3xBQ3Jtc0ttQnk5TFBFU3FHV19JRVlyQk1UTl9ORndSMkwyeGV2Qmtaa0tIVjRYblI4TXhpQWw1MVpBVUxRMTF2VjAtSGRIV0hPSV92Z1I1OTZpdlN5V1RtUlRFNVhoX0JBMGJVWmxPZXhuUllLNzF1c3gxRTM1RQ&q=https%3A%2F%2Fzerodha.com%2Fopen-account%3Fc%3DZMPXIG', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbERpU1MwTFB0ajV5Qlk1UlRKQ3lvYl8zNS1ld3xBQ3Jtc0trSTd1TlgyWHA3Tm9vQUxHUzN2a1FJaDdIcTFWSzh3QmVtUW5LZHNnNGNEUzloZ2N3N0d2YVRvelNEZnFZYS1OU01lR3cyWWNQQXBCTnhsWXB5OTBtc2x2amd0NjVJVUljUllhaXZudzhtLTF5T3d0QQ&q=https%3A%2F%2Fwww.instagram.com%2Fpranjalkamra%2F', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbTVzcDRzVTJobV9EQV8xbW9hSVdSdkJwVWRTQXxBQ3Jtc0tsTmFCaGl4Y0hXbjZtT3FPT1cyZHlHRWNzV083N3QtYmY2TjcwZ2R5R20zX1Z6M2E1eVJhSXYxUDVlcVBVMmJjSXF1V3V5ME1DNlFGTTNDZk9kdTNZcU9DYlFnQXNGRUZsYU5LZ3Rka1pPUU1FWllOSQ&q=https%3A%2F%2Fquest.finology.in%2Fracetracks%23academy-of-value-investing', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqazBLOUt4MFQ0M05IeTFBa1pUNkY4QjcwaC1uQXxBQ3Jtc0tsV2QtSEJTNldrc3p5eFJiQWFKXzhhZTJXN0Nsb2FpQUlKbWczdXlmaFcyUk90OXZLaTBqOHd2UjFlaUI1ZEp0R1ZyTW94RGJxQUViY3gtX3o1aWN2NV9jTlhVdk40dkhwT2NzNWl4TWFoOXlUMElQMA&q=https%3A%2F%2Ftwitter.com%2Fpranjalkamra', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbXBLQXE0RE80TzkxN0ZDbjE3aUdteFVhLS00UXxBQ3Jtc0trTy1MV0J2NzdFVzAxQnlEc2M1c0pjTWFQbTVlbnVPZ2RxaHdNWHRibkVvTlFQdE5TcGt2MzVXSlNjQ01NNWlCOWJvQ1VSYm1XTkxHQjlEWmltTjRIVkZobkl2ay1kbTRZQ3FKRk5mWDNZU2hpNHgxcw&q=https%3A%2F%2Fwww.linkedin.com%2Fin%2Fpranjal-kamra-365355a0%2F']"
27,27,UCwVEhEzsjLym_u1he4XWFkg,Finance With Sharan,"Welcome to my channel. I'm a management consultant turned turned full-time content creator who is passionate about finance and business. I'm here to share my views and opinions to hopefully make your lives a little bit better.
If you ever wish to get in touch with me please reach out to me at financewithsharan@gmail.com.",388133294,1660000,273,2014-05-29T09:52:24Z,UUwVEhEzsjLym_u1he4XWFkg,"['https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbHMwNnk4YjNPNlVzOHRuRjNyRDdJX0Z0VWJKd3xBQ3Jtc0trMkxFOHRLbUlqQjZLX3NCeGd2SXg0NF9QallRTVRfUG1odGgxWVBOeWVIdWoyWUZzQnNzbWJwN1hoTFpzSVhZX0Zud1QxNHNYbEJ5c20wODhwdndiaXMxelBTTHdqWWlKYjNKS2xrY1pFQjAwbkk5SQ&q=https%3A%2F%2Fwww.financewsharan.com%2Fnewsletter', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbjlUbGN0dndZbktjTjdiTFhka3dDY0UwakxsUXxBQ3Jtc0tta016T2d6UTFNTXF2cy14TkZZQnUxbnN1Y3huaUZUYXRlWVBmRU9ocExqTHF0VUlaN0h2bUszbVlaY2Rac09zcll5cS1haVNBSDRGU2dYY25lQUtjOWNpamN5dE9SRmtMU3NaQUFlXzZjekZHR0NaOA&q=https%3A%2F%2Fwww.instagram.com%2Ffinancewithsharan%2F%3Fhl%3Den', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqa09QQUZjZ2hueDVrdXhMWUpETWFVeGxGMTJQd3xBQ3Jtc0tsNmtHZ0FZdlY4NEtzUG02QWN1YTA2TTBpMmN1a0g0S1dDZWRhWTFtbXF4TjM0YlpGQzR5cnlLbWdPeWRxd1NjaFRXVEo1c3NpNm9FVWloOWdTUlViTXF3alR2V3RrUS15a0p5aXNXcHhWVjFJcnJ0MA&q=https%3A%2F%2Fwww.linkedin.com%2Fin%2Fsharanhegde95%2F', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqa3l6ZU9OUUhIMjBqejNXUnJ3UEZGMXhVRWNfQXxBQ3Jtc0tuRVdZR3RYbzFrUTBCTmpPLUNIajdqYUNMaDY3ZldoM1pENVJWOUNPbWVJYUJ1WnJ5MWFySTZRX3VOc1dDUGtfb0NIcXotSndBRjdpbFNnd0xNNXNmdnFsV0t2aWdZUWRuWVFSSEl4NmlJazh4OFUtWQ&q=https%3A%2F%2Ftwitter.com%2Ffinancewsharan']"
28,28,UCkOtNAT3-B2rAPEleWaytrA,Ishaan Arora,"College mein ho? To sahi jagah aaye ho! :)

I'm Ishaan Arora, an entrepreneur running an 8-figure ed-tech startup FinLadder, a content creator, and most importantly, tumhaare real life Jeetu Bhaiya :)
",917729,19800,100,2022-05-27T15:22:09.597497Z,UUkOtNAT3-B2rAPEleWaytrA,"['https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbmxXTUdfRk9BRHZaMnp6NUVDNTN6Vk1MOVBoUXxBQ3Jtc0trMG5pSWc5S2FlMUtCcndvZFBWSElqMEg2Y090YXZab2VBNnhhdUpGZ1pPSTdIeVdvVFk5amgydjRCcjYzdTBRVjc2Y3RKVHBFMUpFelJDTEdVYV9YWDVpMDNKSF9FYi1FMUlhakxEVDgteVhxTHZLSQ&q=https%3A%2F%2Fwww.instagram.com%2Fishaanarora1%2F', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbkVweG9Mcmt2ZkxnZl9YcEk0RlEzVFJyZ2NUUXxBQ3Jtc0tsM3dsR3pPQnRXRHpPS19rRmlKaWpzN2hoTEhfNlZnaE1SOGRneFM3V3dSR3lBTVVTb3QzV1F2dEZ6R3Jpa3pWcU5xTWFmcmd6MEQtMFc1QjVuRktkcTZTenlUVktlWnZjTU1uWThIaUxhZ0lHMWVNYw&q=https%3A%2F%2Fwww.linkedin.com%2Fin%2Fishaan-arora-555a51161']"
29,29,UCrpsOBek4n-CQEckzt8AIvQ,Amusing Rii,For business enquiry: teamamusingrii@gmail.com,82651127,508000,117,2016-08-06T21:11:02Z,UUrpsOBek4n-CQEckzt8AIvQ,"['https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbEFTUHprdXYtYnpVcGZONUJMdnlQaDliOEJtd3xBQ3Jtc0tuTXR0WXlVVF9kMUt3ektQSVNlSENCZ2pWMEJja1NfWFVUbXAwUzZIU0dsSmdZTV9rSlByanZvRHkwYUpKVUl5dGV5WlVrbEFmOC1MLUZmUy1YRUNpMExaejA0dktVZFJPZHlKaUZIQ1pYM2dLSU5mdw&q=https%3A%2F%2Fm.facebook.com%2Famusingrii%2F%3Fref%3Dbookmarks', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbDNueUlfTFJGUFJ0UTRTUGlPUG1OZkZ1MHYwd3xBQ3Jtc0ttdlM0SjlEeFZYMkV2Y19ScWluNDdyQTc2VXFmQ0VROG4xeHk0dEpyeTRiM3JiS3FwZzBwOF9ZaEpGMURkRFlBRERYekZ4cmFVcmlLSHBKZVhTUk1IRXNWTVJnbWg1d25vVVJZUWJSd21qeFVZWjBZOA&q=https%3A%2F%2Fwww.instagram.com%2Famusing_rii%2F']"
30,30,UC1A_QwNdwuIXCn61QqdcQwg,Sakshi Shrivas,"MTV Splitsvilla 14 Contestant Sakshi Shrivas is a Software Engineer who worked at Google and currently works at LinkedIn. Apart from skilled engineer, she is a trained Bachata Sensual Artist, a talented Actor and Belly Dancer. Sakshi Shrivas studied at IIIT Lucknow in 2016-2020. She has worked as a Software Engineer in big companies like Google, Grofers, Linkedin.

Managed by: TGB Troop 
For business enquiry: teamsakshishrivas@gmail.com
",32852015,197000,62,2016-07-21T13:50:38Z,UU1A_QwNdwuIXCn61QqdcQwg,['https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbC1iYzNEaU1lWXpMUWZxQUZLQmc5V1oybHNQQXxBQ3Jtc0tsNVpVWm9idDhxY3lHbXpacTVKZnMxUnpzckhRTks0VmhEeF9qYjVUT25qT1BmYWpINmNXOWZPWUFMZXhsWXhPbmZGYlRtQTQwcnFEbVdZY1A0Y1hFV3YzMGt0c3dldmxtVERNRGNPREVsYm1fTi03VQ&q=https%3A%2F%2Fwww.instagram.com%2Fsakshishrivas___%2F']
31,31,UCW24Wt4EgHpuktSW6XAnt2g,Rohan Joshi,"Welcome to the least consistent channel on the internet. 

My name is Rohan and I make videos. Sometimes. And stream. Sometimes. And they're not bad. Sometimes. 

Have a seat, we'll be with you shortly. 
",13150473,171000,92,2018-03-04T07:05:30Z,UUW24Wt4EgHpuktSW6XAnt2g,"['https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbFZDR0syV0N1M0pFUjNnU3BqNEUyckxiVkx3Z3xBQ3Jtc0tsdjJoWmtVTUVyOXlTcERwTEVlWG13YkoxVGRGV3E2OWlzQ0swT3huUnlBY2l3R2NSdXhOZWVDdS1VcVI1emw4Rm5DZ1pEVUctaW01NUdZOWVXVGtnWlIwdUdYU1RlN0JEQm1scGgxQVZrUUM0RElxWQ&q=https%3A%2F%2Fwww.primevideo.com%2Fdetail%2Famzn1.dv.gti.24b75b50-88fb-4429-c40d-51bd608fa3a1', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbUM5b2x3c0NRNGIzOEo5Zk1MVl82SlFuY3F2QXxBQ3Jtc0ttUmFOVHRBeGEzNmgtc3JTaGZ3a0c5Y1A4TTdnTFlVcFZaa3R2X0JQWWpiVWEyelRoNENyYWwwX2JpOFRIY2tGV3lSVXd3VWhwOUd2TTExMzVLTVJGSmhvSHl4YlpDNmMtVTRJc2p1Q1VOdzVibk14TQ&q=http%3A%2F%2Frohanjoshi.in%2F']"
32,32,UCO8VhmV2Jhj7oBUGfiLxvow,Abhishek Prajapati,"Hi Y'all !

Thanks for taking out time to know more about me :)
I'm a singer by profession, I perform at various events all over India.
I also like to share my simple life on the internet. Hope you enjoy my absolutely raw vlogs :)


Let's connect on Instagram:
https://www.instagram.com/abhishekprajapatiofficial

For Business Enquiries: abhishekprajapati.team@gmail.com
",57523239,105000,348,2021-09-02T20:49:48.864135Z,UUO8VhmV2Jhj7oBUGfiLxvow,[]
33,33,UCNn6AaHharXIbkRleXGboiQ,Mumbiker Nikhil,"ABOUT ME:
I LOVE TO VLOG MY LIFE

Camera : Sony a7Riii

Follow me on instagram : nikkkhil 
Thank you.",1524540220,3960000,2123,2013-07-03T13:53:50Z,UUNn6AaHharXIbkRleXGboiQ,"['https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqa1dOdkMyZXREYzViU0Q4XzVHWlZFQlRTd0VnZ3xBQ3Jtc0ttVy1sN2djZVZVOWcxX1RSTlBGdjFMVnBMRmNwbU9aSFJUMWM5NGtfcXRfZm1CYTBORFpEY2JBVi1CLTVET1lCUFdhbGFQNUxtWUFtXzFweU8wdzRZc0o0WUQ2b0E3cU9maXdXeVBvWHc4RVptUkZKNA&q=https%3A%2F%2Fwww.facebook.com%2Fpages%2FMumbiker-Nikhil%2F1485406921724673%3Fskip_nax_wizard%3Dtrue%26ref_type%3Dlogout_gear', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbVQ0bzdWYW5oejdwUzA0dEtsVWlSZFRaakJSZ3xBQ3Jtc0trRUNfQmZseE9kZUdTYmtFOU9za0k0Ukh2WUEwZzQyVi0xRkwzUjdDQkV4eWxYcmk5ZG5iMTYzUHctTldmbUM0VjRUVWVlVDhVRk9jTVo2QV95V1R5VmFZdGNiSHpxQmROZDJnOVpKRVMtaklYaUN2MA&q=https%3A%2F%2Ftwitter.com%2FemNikhil', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbFhaZUZRcDlydktEeDBmTE5kQ1BBdjNTaWpIUXxBQ3Jtc0trQkVGa240WnB0aEJSUkU3WlVwSnRxLXIzSkJyT1pXSlAwRmFaQXA1SHQ1ek94NjQtOElfdllPRnpNVVpsY3U3TDN1dmhacTYyY1VzZlNpOWk0TktrYjl4SkNlSHN0aDVCaFROSVBMRDVrNTNRRTEzcw&q=https%3A%2F%2Fwww.instagram.com%2Fnikkkhil%2F']"
34,34,UCqgdGSJPEKCGwElnwnKGE6Q,MOinsideHIT,"Hey there! Welcome to my YouTube channel. My name is Mohit Singh. 
Some of you may know me as "" MOinsideHIT ""  

Do subscribe to my channel guys because I make new videos every week! :)

Business Related Enquiries or Sponsorship, 
Contact me at 👉  moinsidehit@gmail.com",297497038,1000000,1026,2012-05-12T13:45:50Z,UUqgdGSJPEKCGwElnwnKGE6Q,"['https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbk44cXp0cjZwUDB1YWFFVkdxWGVVNWV6VXdIZ3xBQ3Jtc0trSVZhUlJaOGdkcWNMLXhSajItXzRXM05PREl6ZGdid3I1bjNMS3o5VGNfX0xSODlpVHlaXzFsUlhaMUduanNyNDVmNDRQbTFJQVBSQzNsREtUNndBRDViZWEzMmg0WHhvYjdCTDd1QjZnRzhITFFXaw&q=https%3A%2F%2Fwww.instagram.com%2Fmoinsidehit', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbURYYktYWUtqOWlEclBRLWdrdzlVZEM3Qi1Ld3xBQ3Jtc0trZ3I1UzZfNXMwenlWa3VrS0ttTWdobUVzVXhwWnNaY2NyckJwOG9kSEYwQUF0Nm9TeV85bGdsMllReXczNUJtbVM2NTR4WEl1YXAzbU9rY2RBNk1RdnhjaDZ3d2dkeG9fOWI4clpCaUt5ZmZBNXYyWQ&q=https%3A%2F%2Fwww.facebook.com%2Fmoinsidehit', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbU1yLTIxekh6WE5uNU5ZV1FNQ0I0MWc4SjNMUXxBQ3Jtc0tscVdORjZXalVUeHhXRWpOaEp0ZGFkVU9kVFBOX2NKMmI0RmdIU1hwLWVva04weE9lR1ZBdTdySWIwM2xNS0pHdGlZM1ZmeHRIMjF0MVNud0NtbW13aHZKQmZVZE9TSjlGU3VZQkQ3cU5HZWJmRW40cw&q=https%3A%2F%2Ftwitter.com%2Fmoinsidehit']"
35,35,UCDKDG2S_vHO5ylo_APTPS7w,Intxstelar,🗿☕,37350665,184000,130,2020-11-12T09:31:57.655786Z,UUDKDG2S_vHO5ylo_APTPS7w,[]
36,36,UCIsEhwBMPkRHsEgqYAPQHsA,ChessBase India,"ChessBase India is the ""Most Popular"" chess platform in India and one of the biggest chess media houses in the world. It is the biggest chess news portal and chess software distributor in the country. Our motto is “Powering Chess in India”.
Towards the end of 2015 we identified two important things that needed to be done in order to boost Indian chess further:
1. Have world class news & services to popularize & promote the sport and young talents in the country
2. Provide world class technological support at affordable prices.
We also provide services like foundation to help chess players, planning chess tournaments, free training material on youtube and in our reports, online tournaments, media coverage for tournaments, Seminars and Training camps.
ChessBase India is a one stop solution!
Join us!",909271596,1170000,8777,2015-07-23T18:23:03Z,UUIsEhwBMPkRHsEgqYAPQHsA,"['https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqa0tiV2IxZ2liVTc3cmpmdktDbzJFYkFGelpqUXxBQ3Jtc0tuaWxmenpJV0p5UXNTM24tc0t0bW1ZRzFZZVVQaDhpSUdZVm1UNUk1OGR5ZmE2Z1hJWll3VWdaNF9ScjMzRzZNUlBxcmtXYmxtQnFkWmgzNGV2amxaZTYya3p1SnVSS0pQbFc5NFpyTVRYemxyZXNqdw&q=https%3A%2F%2Fchessbase.in%2F', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqa1FvakI0X1MzcTlZQkdiczNnZWphQzlvWnpqd3xBQ3Jtc0tuZlBsYVYxR3FjNVJWWHBBMjFpUm5YdnNtUkF6akdyd2lFMDk5OHZfX1RwQ2NaOW1xOXJ1X1JfUE05TjNkT2tmUENySk9Ydk5hd3BTWTRVSU5uSElSRmY3LXB6LW5Fc3FrU0lCbWJlMGY5Ym9PY1lWYw&q=https%3A%2F%2Fwww.facebook.com%2Fchessbaseindia%2F', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqa0FmcEozdjFIVEtmSW9RYnk4anlURmhyX2FRQXxBQ3Jtc0trVlhTRloxN24tYWxCVXUyZkFFSTFwYXdEcGkzNGxiR0FIbDd4REstSy1ETG9ZZFpDRElIUTVUSE5XV3ZHUnpieDM3S2Y1SVpyemowN3VKQkNsbDE5d1FKREUxQm5qU0dfLVY1ZnFVUlpFVTR2THd3NA&q=https%3A%2F%2Ftwitter.com%2FChessbaseIndia', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbFdGZXZfeXlEMENqT2dIcTV2UlN5aG1RanpHQXxBQ3Jtc0trLVF2MzE4dk9CZGtxT3c0Rmw1d213eDd5OW5DZnM1ckE1bDR1elpSb0UzenJNX2ZBMHJZak1TNU5qUDVlcE9oaHNQNGdCb3pMZkdMOGQ3XzcyTkJSZGVqNG5QZk9ycDFCc3JUdTlvdXhBNng5SUJ5RQ&q=https%3A%2F%2Fwww.instagram.com%2Fchessbaseindia', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbDVNTlo3ZThjZHR4c1U4X3lLUlJ0bV9xaXhJUXxBQ3Jtc0tsS0ZZMkViRTd4NGp2QmxVV21RSWQ0TF9RNnZGQTBiRE9GenRZNXVkeGFCOVUzVmV6UkdzN1labGRIam1sSUxTQ01ueDBpcTRQS0Vyejd5YldrLVRRaHg1QVdZTU1Ec05TMFhfYURCUHpZbEozRDNSUQ&q=https%3A%2F%2Fg.page%2Fr%2FCZ5T1PaLM-7WEBE%2Freview', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbGV3Wk5PdGxsTWFsYlhCeUNQVVZSaTlhLUVSQXxBQ3Jtc0trcFliM1pBSlVXQXE1WERRUXpCSk5ic01EWmVNSWU3S09VMTBMRTA0QkpSamdCTjhQUVh1ZkxHZV9vZXUxSFdvdWRpWHRldTJOSUstR3AzQUJpMm5XTlZtN25JLXhQV2JYSTFJZjdiQkJkazlCUnpGNA&q=https%3A%2F%2Famzn.to%2F2vv0XXy']"
37,37,UCzgCuuPQa1nMlZP9ruPYDNw,R.G Bucket List,"Cartoons banata hoon!



Business purpose: rgbucketlist@gmail.com
",124390259,3020000,16,2016-01-15T17:28:22Z,UUzgCuuPQa1nMlZP9ruPYDNw,[]
38,38,UCLkAGBKrHFGS6fg10-w-KsQ,Anime Spirit,Our Channel Is For Doraemon Otakus And Anime Lovers,34383474,276000,143,2020-05-10T04:12:33.457908Z,UULkAGBKrHFGS6fg10-w-KsQ,[]
39,39,UCfhbydY40P2Lli9HuBz8cdA,SeeKen,"IMPROVING THE QUALITY OF OUR LIFE BY GAINING KNOWLEDGE FROM SOME OF THE BEST MENTORS AND BOOKS, WHICH WILL IMPROVE OUR HEALTH , WEALTH , LOVE AND HAPPINESS",295923498,3920000,444,2015-12-29T17:44:47Z,UUfhbydY40P2Lli9HuBz8cdA,"['https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbHNZSGljRVR5c0RxdDhoYWppTDRKZUpyTEFSd3xBQ3Jtc0ttdEQta1lEYjRZZkFlUlBfNGt0U0hCanhHeDdKMFNmZTAwZmdxQ2xqR1l1Z0wxZUF0THZDYUJfajlwXzEtN1lpR0NINWh6THZuM1l3UThxR3NjUEN3MUxEX1otd1JuaDRkQ1NiVXFVcTRKQjhyTGczVQ&q=https%3A%2F%2Fwww.facebook.com%2Fseekeners%2F', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbGVkUHpPT0JLQ3VTUnhodjFjT01Md200N293d3xBQ3Jtc0tuLVhQb2hqTmQwYmd6clRUeXFiS0g2bS1xR2ZucFhPZ0RCaVFnQVZXeTJGUU5udGNINVAzLWROa0lSd2hBOTFQMmxHU1hwZVE4a1ItZTRjRlp4UUVidXAzT09oUHB1VkVNaXd4SUh5bTAwYUI4YzRqSQ&q=https%3A%2F%2Ftwitter.com%2FSeeken7', 'https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbmh5Qm1uWjFDdUVWYUQ5WnJsTGJ5dVdqOXFnQXxBQ3Jtc0tsNDhyRGwyMXdiejJmWmtfN0dFNTdJTnY0Zkl4S0VhN2dkU3ZiMHRJcDE4Y3o3NGpSNksyYnYtREM5b0w5SUJZNXVHOVg3VWx0b3ZVaEhFTS1QcE9jdXFVamZFU2hHTUpjenNIY29vQUtkdG15OTN6WQ&q=https%3A%2F%2Fwww.instagram.com%2Fseeken101%2F']"
40,40,UCWZtQWpe1C2AksuJ5_eCMAQ,Neon Man,"Welcome to India's #1 YouTube News Channel!

So Hey! My name is Aayush AKA Neon Man..

I keep you guys updated with all the drama/events happening within the Indian/International YouTube community.
I also switch up my content sometimes.

IF ANY CONTENT OWNER HAS SOME ISSUES WITH MY VIDEO PLEASE CONTACT ME OVER THE MAIL GIVEN BELOW.

For business purposes email me at- businessneonman@gmail.com

Toh chalo yaar abh SUBSCRIBE bhi krdo... (NO! I MEAN IT...ABHI KARO)


Kuch zyada hie pasand aa gaya hu toh bhai...you can connect with me on -

Instagram - (@neonman01)",507172318,1820000,1185,2017-04-17T21:14:35Z,UUWZtQWpe1C2AksuJ5_eCMAQ,[]
41,41,UC7adUjW8qMUsqO4HHTbwKgg,NeuzBoy,"Indian YouTube News Channel

For Business Enquiries- (businessmailera@gmail.com)

Assam, India
",383891033,1170000,1025,2019-03-10T03:29:19Z,UU7adUjW8qMUsqO4HHTbwKgg,[]
